Game Title,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Console Freq,Genre Freq
Goosebumps: The Game,7.101890450799806,0.13,0.09,0.0,0.02,0.01,2018,19,10,263,1893
Haunted House,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,335,6,1357,1893
The Oregon Trail,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2011,149,15,562,1893
Syberia,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2008,24,1,2395,1893
Yakuza Kiwami,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2016,640,154,1348,1893
Megamind: The Blue Defender,7.101890450799806,0.13,0.08,0.0,0.03,0.02,2010,726,22,1340,1893
Aikatsu! 365 Idol Days,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2014,38,209,562,1893
The Stronghold Collection,7.101890450799806,0.13,0.04,0.0,0.08,0.01,2009,121,8,1560,820
Super Robot Wars X,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2018,38,9,908,820
The Unholy War,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1998,209,38,1130,820
Nobunaga no Yabou: Ranseiki,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2002,158,3,2125,820
Victorious: Time to Shine,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2011,195,69,1302,2839
Ninjatown,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2008,70,1,2395,820
Yu-Gi-Oh! GX: Tag Force,6.0,0.1399999999999999,0.09,0.0,0.03,0.02,2006,769,409,1340,820
Romance of the Three Kingdoms IV: Wall of Fire,7.101890450799806,0.13,0.05,0.04,0.03,0.01,1996,158,14,1130,820
RollerCoaster Tycoon,5.5,0.13,0.1,0.0,0.03,0.0,2003,335,72,836,820
Deception IV: Blood Ties,7.101890450799806,0.13,0.03,0.07,0.02,0.01,2014,196,25,1348,2839
Fat Princess: Fistful of Cake,7.0,0.13,0.08,0.0,0.02,0.02,2010,568,6,1340,2839
Tom Clancy's Splinter Cell: Double Agent,7.101890450799806,0.13,0.1,0.0,0.01,0.01,2006,1012,172,1357,2839
Crash Tag Team Racing,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2005,74,47,836,1431
MX 2002 Featuring Ricky Carmichael,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2001,726,12,836,1431
Castrol Honda Superbike Racing,3.9,0.13,0.07,0.0,0.05,0.01,1999,843,9,1130,1431
Fatal Inertia,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2007,158,2,1302,1431
Quantum Redshift,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2002,92,1,836,1431
Ben 10 Galactic Racing,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2011,195,29,2395,1431
Need for Speed: ProStreet,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2007,843,48,2395,1431
Every Extend Extra,7.101890450799806,0.13,0.11,0.0,0.0,0.02,2006,38,9,1340,1485
Detana TwinBee Yahho! Deluxe Pack,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1995,769,409,175,1485
Armed and Dangerous,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2003,138,9,836,1485
Eat Lead: The Return of Matt Hazard,5.3,0.13,0.09,0.0,0.02,0.01,2009,195,24,1348,1485
Iridion II,7.9,0.13,0.09,0.0,0.03,0.0,2003,227,4,899,1485
Borderlands: Double Game Add-On Pack,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2010,121,39,1302,1485
Army Men: Soldiers of Misfortune,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2008,59,2,1357,1485
Top Shot Arcade,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2011,1044,101,1357,1485
Gunstar Heroes,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1993,640,23,27,1485
Destiny 2: Forsaken,7.101890450799806,0.13,0.08,0.0,0.04,0.01,2018,1044,16,524,1485
Call of Duty: Black Ops IIII,7.101890450799806,0.13,0.05,0.0,0.07,0.01,2018,1044,56,1560,1485
Contra III: The Alien Wars,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1992,769,409,197,1485
Dead to Rights: Reckoning,5.2,0.13,0.12,0.0,0.0,0.01,2005,175,51,1340,1485
Brothers in Arms: Double Time,4.6,0.13,0.11,0.0,0.0,0.01,2008,1012,39,1357,1485
Sin and Punishment,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2000,383,23,278,1485
The House of the Dead,7.5,0.13,0.0,0.13,0.0,0.0,1998,640,22,175,1485
Rogue Warrior,2.5,0.14,0.11,0.0,0.02,0.01,2009,113,51,1348,1485
James Bond 007: Nightfire,7.2,0.14,0.1,0.0,0.04,0.0,2003,843,2,899,1485
Red Orchestra 2: Heroes of Stalingrad,7.7,0.13,0.04,0.0,0.07,0.02,2011,3,3,1560,1485
ArmA II,7.101890450799806,0.1399999999999999,0.0,0.0,0.12,0.02,2009,5,6,1560,1485
Alter Echo,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,726,4,2125,1485
Bulletstorm: Full Clip Edition,7.101890450799806,0.13,0.05,0.0,0.06,0.02,2017,20,8,908,1485
Freedom Fighters,8.8,0.13,0.1,0.0,0.03,0.0,2003,843,31,528,1485
Legendary,4.0,0.13,0.08,0.0,0.03,0.02,2008,9,10,1348,1485
007 Legends,4.2,0.13,0.06,0.0,0.06,0.01,2012,1044,7,148,1485
Shrek Smash n' Crash Racing,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2006,1044,58,528,1431
TOCA Race Driver 2: Ultimate Racing Simulator,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2004,168,75,836,1431
Monster Jam: Urban Assault,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2008,1044,58,2125,1431
DT Racer,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2005,24,3,2125,1431
Drome Racers,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2002,843,11,2125,1431
Burnout,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2002,195,31,836,1431
Sega GT,7.8,0.13,0.0,0.13,0.0,0.0,2000,640,15,49,1431
Heroes of the Pacific,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2005,1012,3,836,1121
Monster Jam,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2007,1044,58,2395,1431
Sonic Riders,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2006,640,60,836,1431
Rally Fusion: Race of Champions,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2002,1044,50,2125,1431
Digimon Racing,6.0,0.13,0.09,0.0,0.03,0.0,2004,151,42,899,1431
DreamWorks Super Star Kartz,7.101890450799806,0.13,0.08,0.0,0.03,0.01,2011,1044,101,2395,1431
NASCAR Heat 3,7.101890450799806,0.13,0.1,0.0,0.0,0.02,2018,4,8,908,1431
SBK 2011: FIM Superbike World Championship,7.101890450799806,0.13,0.01,0.0,0.09,0.02,2011,16,21,1348,1431
Valentino Rossi: The Game,7.101890450799806,0.13,0.05,0.0,0.05,0.02,2016,327,37,908,1431
Nickelodeon Kart Racers,2.0,0.13,0.08,0.0,0.04,0.01,2018,19,3,263,1431
Cars 2,7.101890450799806,0.13,0.1,0.0,0.01,0.02,2011,199,6,1340,1431
Destruction Derby Arenas,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2004,19,2,2125,1431
Project CARS,7.101890450799806,0.13,0.0,0.0,0.12,0.01,2015,38,14,1560,1431
NASCAR Heat 2,7.101890450799806,0.13,0.11,0.0,0.0,0.02,2017,4,8,908,1431
Indianapolis 500 Legends,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2007,76,58,1357,1431
Spy Hunter 2,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,255,13,836,1431
Need for Speed Underground 2,7.101890450799806,0.14,0.11,0.0,0.02,0.01,2005,843,4,2395,1431
Nitrobike,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2008,1012,20,1357,1431
DreamWorks Super Star Kartz,7.101890450799806,0.13,0.08,0.0,0.04,0.01,2011,1044,101,1357,1431
Split/Second,7.101890450799806,0.13,0.09,0.0,0.02,0.02,2010,199,8,1340,1431
18 Wheels of Steel: Extreme Trucker 2,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2011,726,12,1560,1431
LEGO Racers 2,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2001,13,11,2125,1431
Little Dragons Café,7.0,0.13,0.09,0.02,0.0,0.01,2018,105,3,263,1121
Anno 1701: Dawn of Discovery,8.0,0.13,0.07,0.0,0.05,0.01,2008,1012,1,2395,1121
The IdolM@ster: One for All,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2014,327,209,1348,1121
Wild Earth: African Safari,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2008,227,4,1357,1121
Farming Simulator 17,7.101890450799806,0.13,0.04,0.0,0.08,0.01,2017,81,19,263,1121
Sally's Salon,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2008,437,294,2395,1121
Harvest Moon DS (jp sales),7.101890450799806,0.13,0.0,0.13,0.0,0.0,2006,78,43,2395,1121
Lovely Lisa and Friends,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,15,2,2395,1121
Black Dawn,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1996,12,16,1130,1121
My Baby: First Steps,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,70,5,1357,1121
Steel Battalion: Heavy Armor,7.101890450799806,0.13,0.08,0.02,0.02,0.01,2012,437,69,1302,1121
City Crisis,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2001,53,1,2125,1121
Littlest Pet Shop: Spring,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,843,17,2395,1121
History Civil War: Secret Missions,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2008,1044,8,1302,1485
Hour of Victory,7.101890450799806,0.13,0.1,0.0,0.01,0.01,2007,255,2,1302,1485
Jurassic: The Hunted,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,1044,101,1302,1485
007: Quantum of Solace,6.3,0.13,0.11,0.0,0.01,0.01,2008,1044,91,2395,2839
New Gundam Breaker,2.8,0.14,0.03,0.1,0.0,0.01,2018,327,209,908,2839
Star Wars: Clone Wars,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,138,33,836,1485
NeverDead,7.101890450799806,0.13,0.06,0.01,0.04,0.02,2012,769,51,1348,1485
Rogue Ops,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,32,8,836,2839
Bakugan: Battle Trainer,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,1044,30,2395,2839
Peter Jackson's King Kong: The Official Game of the Movie,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2005,1012,5,2395,2839
"Crouching Tiger, Hidden Dragon",7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,1012,4,2125,2839
Rango: The Video Game,7.101890450799806,0.13,0.06,0.0,0.06,0.01,2011,4,4,1302,2839
Destroy All Humans! Path of the Furon,4.1,0.13,0.08,0.0,0.04,0.01,2008,726,2,1302,2839
Super Robot Wars BX,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2015,327,209,562,2839
Last Bronx,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1997,640,154,175,871
Street Fighter IV,9.1,0.14,0.07,0.0,0.05,0.02,2009,437,4,1560,871
SoulCalibur II (JP weekly data),7.101890450799806,0.13,0.0,0.13,0.0,0.0,2003,175,114,2125,871
Legends of Wrestling,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2002,195,6,528,871
Legends of Wrestling II,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2002,195,6,836,871
X-Men: Next Dimension,7.0,0.13,0.1,0.0,0.03,0.0,2002,1044,8,528,871
Fire ProWrestling,8.0,0.13,0.09,0.0,0.03,0.0,2001,46,33,899,871
Open Season,7.4,0.13,0.12,0.0,0.0,0.01,2006,1012,172,2395,951
Little Battlers eXperience: Wars,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2013,32,46,562,820
MegaTagmension Blanc + Neptune VS Zombies,7.101890450799806,0.13,0.04,0.06,0.01,0.02,2016,12,47,680,2839
Song of the Deep,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2016,3,12,524,2839
Space Camp,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,1044,16,1357,2839
Superman: The Man of Steel,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2002,335,2,836,2839
Tales of the Heroes: Twin Brave,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2012,327,209,1340,2839
Kung-Fu: High Impact,7.101890450799806,0.14,0.08,0.0,0.05,0.01,2011,210,1,1302,2839
The History Channel: Great Battles - Medieval,7.101890450799806,0.13,0.08,0.0,0.04,0.01,2011,3,3,1302,820
Record of Agarest War Zero,6.2,0.13,0.09,0.03,0.0,0.01,2011,105,47,1348,820
Grand Theft Auto: San Andreas,7.101890450799806,0.13,0.09,0.0,0.02,0.01,2008,93,22,8,2839
Outlast Trinity,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2017,166,2,524,2839
Army Men: Green Rogue,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2001,45,34,2125,1485
Yu-Gi-Oh! Nightmare Troubadour (JP sales),7.101890450799806,0.13,0.0,0.1,0.03,0.0,2005,769,409,2395,2839
Tamagotchi no Pichi Pichi Omisecchi,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2010,333,209,2395,2839
Warriors Orochi 2,4.3,0.13,0.06,0.0,0.05,0.02,2008,158,145,2125,2839
Assault: Retribution,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1998,255,1,1130,2839
Chessmaster: The Art of Learning,7.101890450799806,0.13,0.11,0.0,0.0,0.02,2008,1012,439,1340,2839
Tomb Raider: Legend,8.3,0.13,0.1,0.0,0.03,0.0,2006,209,45,836,2839
Gladiator Begins,7.101890450799806,0.13,0.05,0.05,0.01,0.01,2010,105,33,1340,2839
Adventure Time: Finn & Jake Investigations,7.101890450799806,0.13,0.05,0.0,0.07,0.01,2015,40,24,1302,2839
Teenage Mutant Ninja Turtles: Arcade Attack,4.3,0.13,0.12,0.0,0.0,0.01,2009,1012,196,2395,2839
Shining Force III,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1998,640,15,175,820
Akiba's Trip: Undead & Undressed,7.101890450799806,0.13,0.06,0.04,0.01,0.02,2014,79,33,1348,2839
NightCaster,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2002,38,12,836,2839
Hitman 2: Silent Assassin,8.3,0.13,0.1,0.0,0.03,0.0,2003,209,31,528,2839
Sengoku Basara 3 Utage,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2011,437,294,1357,2839
Spartan: Total Warrior,7.0,0.13,0.1,0.0,0.03,0.0,2005,640,18,836,2839
Advent Rising,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2005,227,1,836,2839
Otogi: Myth of Demons,7.101890450799806,0.13,0.08,0.03,0.02,0.0,2003,640,69,836,2839
Green Lantern: Rise of the Manhunters,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2011,126,42,562,2839
Mission: Impossible - Operation Surma,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,335,18,836,2839
Hyperdimension Neptunia U: Action Unleashed,7.101890450799806,0.13,0.04,0.06,0.01,0.02,2015,12,47,680,2839
Nobunaga no Yabou: Tendou,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2010,158,89,1348,820
Sentou Kokka Air Land Battle,7.101890450799806,0.14,0.0,0.13,0.0,0.01,1995,568,1,1130,820
Lord of the Rings: Tactics,6.9,0.14,0.11,0.0,0.02,0.01,2005,843,36,1340,820
Destroy All Humans! Big Willy Unleashed,5.3,0.13,0.12,0.0,0.0,0.01,2008,726,6,1357,2839
The Inpatient,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2018,39,7,908,2839
Over the Hedge: Hammy Goes Nuts!,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2006,1044,36,2395,951
Frogger Beyond,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2002,769,409,528,951
Mega Man Anniversary Collection,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2005,437,16,836,951
Castlevania: Legacy of Darkness,7.101890450799806,0.13,0.06,0.05,0.02,0.0,1999,769,3,278,951
Mega Man IV,7.101890450799806,0.13,0.0,0.13,0.0,0.0,1993,437,294,46,951
Whiplash,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2003,209,45,2125,951
Spider-Man: Battle for New York,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2006,1044,58,2395,951
Paw Patrol on a Roll,7.101890450799806,0.13,0.0,0.0,0.12,0.01,2018,15,9,263,951
Ape Escape 3,7.8,0.13,0.06,0.0,0.05,0.02,2006,568,21,2125,951
Walt Disney Pictures Presents: The Wild,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2006,38,50,899,951
Ty the Tasmanian Tiger 2: Bush Rescue,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2004,843,42,899,951
Castlevania Chronicles,7.2,0.13,0.07,0.0,0.05,0.01,2001,769,43,1130,951
Bratz,7.101890450799806,0.14,0.1,0.0,0.04,0.0,2003,1012,10,899,951
Tak 2: The Staff of Dreams,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2004,726,69,836,951
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2005,1012,4,2125,951
BlazBlue: Continuum Shift II,7.5,0.13,0.03,0.07,0.02,0.01,2011,105,75,1340,871
Dynasty Warriors Gundam Reborn,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2013,327,145,680,2839
Dynasty Warriors 5 Empires,6.4,0.13,0.11,0.0,0.01,0.01,2006,158,145,1302,2839
Thor: God of Thunder,6.4,0.13,0.08,0.0,0.03,0.01,2011,640,32,2395,2839
Rurouni Kenshin: Enjou! Kyoto Rinne,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2006,62,38,2125,2839
Blade II,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2002,1044,4,836,2839
Samurai Warriors 4-II,7.101890450799806,0.14,0.04,0.07,0.02,0.01,2015,196,145,908,2839
Killer is Dead,7.101890450799806,0.13,0.09,0.01,0.02,0.01,2013,79,17,1302,2839
Onechanbara: Bikini Samurai Squad,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2009,195,9,1302,2839
Assassin's Creed II: Deluxe Edition,7.101890450799806,0.13,0.0,0.0,0.1,0.03,2010,1012,172,1560,2839
Cruise Ship Vacation Games,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,26,1,1357,723
Classic NES Series: Dr. Mario,6.1,0.13,0.0,0.13,0.0,0.0,2004,383,15,899,723
Margot's Word Brain,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2008,22,2,1357,723
Teenage Mutant Ninja Turtles: Danger of the Ooze,7.101890450799806,0.13,0.08,0.0,0.04,0.01,2014,1044,32,562,951
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2005,1012,4,899,951
Disney's Kim Possible: Kimmunicator,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2005,38,69,2395,951
Reality Fighters,7.101890450799806,0.14,0.05,0.0,0.06,0.03,2012,568,19,680,871
Shonen Jump's One Piece: Grand Battle,7.101890450799806,0.14,0.07,0.0,0.05,0.02,2005,151,21,2125,871
Hulk Hogan's Main Event,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2011,227,1,1302,871
Supremacy MMA,5.0,0.1399999999999999,0.08,0.0,0.04,0.02,2011,130,3,1348,871
WipeOut 3 The Game,7.101890450799806,0.13,0.11,0.0,0.0,0.01,2012,1044,20,148,29
Learn Math,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,62,13,2395,723
Kororinpa: Marble Mania,7.101890450799806,0.14,0.08,0.03,0.02,0.01,2007,769,106,1357,723
Zenses: Ocean,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2008,39,5,2395,723
Puyo Puyo!! 20th Anniversary,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2011,640,60,562,723
I Spy: Universe,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,12,4,2395,723
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2014,327,123,562,723
Zapper: One Wicked Cricket!,6.6,0.13,0.1,0.0,0.03,0.0,2002,61,64,528,951
SkullMonkeys,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1998,843,1,1130,951
Game Party Champions,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2012,166,1,148,29
Portal Runner,6.7,0.13,0.06,0.0,0.05,0.02,2001,45,34,2125,951
Sonic Mania,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2017,640,3,524,951
Puzzle Kingdoms,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,22,13,2395,723
Puzzle de Harvest Moon,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2007,78,1,2395,723
Space Bust-A-Move,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2009,209,6,2395,723
7 Wonders of the Ancient World,7.101890450799806,0.13,0.1,0.0,0.01,0.01,2007,35,4,2395,723
Snood,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2001,34,51,899,723
Akiba's Trip: Undead & Undressed,7.101890450799806,0.13,0.09,0.02,0.0,0.02,2014,79,33,908,2839
Green Lantern: Rise of the Manhunters,6.0,0.13,0.07,0.0,0.04,0.01,2011,126,42,1302,2839
Teenage Mutant Ninja Turtles 2: Battle Nexus,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2004,769,409,836,2839
Nintendo Puzzle Collection,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2008,210,27,528,723
Transformers: Prime,7.101890450799806,0.13,0.09,0.0,0.03,0.01,2012,1044,18,148,871
Injustice: Gods Among Us Ultimate Edition,7.101890450799806,0.13,0.09,0.0,0.0,0.03,2013,166,15,680,871
WWE Survivor Series,7.101890450799806,0.13,0.09,0.0,0.04,0.0,2004,726,33,899,871
Rumble Roses XX,6.5,0.13,0.07,0.04,0.01,0.01,2006,769,13,1302,871
Persona 4 Arena,7.101890450799806,0.13,0.08,0.03,0.01,0.01,2012,226,75,1302,871
RealSports Volleyball,7.101890450799806,0.13,0.12,0.0,0.01,0.0,1982,335,72,126,2596
Shimano Xtreme Fishing,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,28,1,1357,2596
NBA Ballers: Phenom,7.101890450799806,0.13,0.09,0.0,0.03,0.0,2006,255,17,836,2596
Golf Club 2,7.101890450799806,0.13,0.05,0.0,0.06,0.02,2017,38,25,908,2596
NBA Live 16,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2015,540,193,524,2596
Winning Post 5,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2001,158,14,2125,2596
NBA Jam 2000,7.101890450799806,0.13,0.12,0.0,0.01,0.0,1999,195,28,278,2596
Power Pro Kun Pocket 13,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2010,769,51,2395,2596
MLB Power Pros 2008,7.101890450799806,0.13,0.11,0.01,0.0,0.01,2008,183,51,1357,2596
Backyard Baseball,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,61,22,528,2596
All-Star Baseball 2004,7.101890450799806,0.13,0.1,0.0,0.03,0.0,2003,195,28,836,2596
No Fear Downhill Mountain Biking,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1999,168,22,1130,2596
Pro Evolution Soccer 2016,7.101890450799806,0.13,0.07,0.0,0.05,0.01,2015,107,15,1302,2596
Cabela's Alaskan Adventure,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2006,1044,101,1302,2596
FIFA World Cup Germany 2006,7.7,0.13,0.1,0.0,0.03,0.0,2006,540,292,528,2596
Pro Baseball Famista Climax,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2017,327,123,562,2596
Nagano Winter Olympics '98,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1997,769,409,1130,2596
My Fitness Coach: Club,7.101890450799806,0.13,0.0,0.0,0.11,0.02,2011,1012,196,1348,2596
Smash Court Tennis Pro Tournament 2,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2004,175,114,2125,2596
NHL 2K8,7.101890450799806,0.13,0.11,0.0,0.01,0.01,2007,183,28,1302,2596
Jikkyou Powerful Pro Baseball 2016,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2016,107,15,1348,2596
The BIGS 2,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2009,183,17,1348,2596
Soccer Tsuku DS: World Challenge 2010,7.101890450799806,0.13,0.0,0.13,0.0,0.0,2010,640,154,2395,2596
World Soccer Winning Eleven 2002,7.101890450799806,0.13,0.0,0.12,0.0,0.01,2002,769,409,1130,2596
Actua Tennis,7.101890450799806,0.13,0.07,0.0,0.05,0.01,1998,1,8,1130,2596
NHL 2K7,8.2,0.13,0.11,0.0,0.0,0.01,2006,183,11,1348,2596
Peppa Pig: Fun and Games,7.101890450799806,0.1399999999999999,0.0,0.0,0.12,0.02,2010,1012,196,1357,2003
The Amazing Race,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,1012,14,1357,2003
Chuck E. Cheese's Game Room,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,53,11,2395,2003
Hasbro Family Fun Pack,7.101890450799806,0.13,0.1,0.0,0.02,0.01,2015,1012,196,524,2003
Football Manager Handheld 2012,7.101890450799806,0.13,0.0,0.0,0.09,0.04,2011,640,23,1340,2596
Peter Jacobsen's Golden Tee Golf,7.101890450799806,0.13,0.07,0.0,0.05,0.01,2000,61,2,1130,2596
Karaoke Revolution Presents American Idol Encore 2,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2008,769,64,1348,2003
Vacation Isle: Beach Party,7.101890450799806,0.12,0.08,0.0,0.02,0.01,2010,126,15,1357,2003
Party Planet,7.101890450799806,0.12,0.1,0.0,0.0,0.01,2017,28,9,263,2003
SingStar Latino,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2009,568,59,1348,2003
Madden NFL 06,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2005,540,24,2395,2596
Football Manager Classic 2014,5.8,0.13,0.0,0.0,0.1,0.03,2014,640,23,680,2596
Reader Rabbit Kindergarten,7.101890450799806,0.13,0.12,0.0,0.0,0.01,2010,16,5,1357,2003
Disney Sing It: Party Hits,7.101890450799806,0.12,0.1,0.0,0.01,0.01,2010,199,32,1348,2003
Taiko Drum Master: Tokumori!,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2014,327,123,148,2003
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2012,327,439,1340,2003
Marvel Avengers: Battle for Earth,7.101890450799806,0.12,0.06,0.0,0.05,0.01,2012,1012,14,148,2003
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,7.101890450799806,0.12,0.0,0.12,0.0,0.0,2007,333,209,2395,2003
Dynasty Warriors 8: Xtreme Legends,7.101890450799806,0.13,0.03,0.05,0.03,0.02,2014,196,439,680,2003
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,7.101890450799806,0.12,0.11,0.0,0.0,0.01,2005,335,6,2395,2003
Fatal Frame: Maiden of Black Water,7.101890450799806,0.12,0.0,0.09,0.03,0.0,2015,383,39,148,2003
Rock Band Track Pack Volume 2,7.101890450799806,0.13,0.06,0.0,0.05,0.02,2008,44,62,2125,2003
